id;Created Time;Nature operation;Type Co-emprunteur;Reste �� vivre mensuel;Taux d'apport;Revenus du foyer;Taux d'endettement;Immobilier;Apport global;Stage;d_eligible;instruit;Type de contrat;Profession;Domaine;age;civility;nb_enfants_charge;situation_familiale;regionName
180;01/02/2019 07:26;--Achat d'un appartement;Avec votre conjoint;3290.0;60.0;3784.44;30.24;100000.0;60000.0;cancelled;1;1;;;;42.0;M;2.0;Marie;Auvergne-Rh̫ne-Alpes
6701;06/06/2018 06:43;--Achat d'un appartement;Seul(e);1936.0;50.0;2745.63;29.48;100000.0;50000.0;cancelled;1;0;CDI;Employe;Transport;30.0;M;0.0;Celibataire;Auvergne-Rh̫ne-Alpes
5060;16/01/2018 21:03;--Achat d'une maison;Avec votre conjoint;1621.0;51.33;2399.38;32.43;195000.0;100100.0;cancelled;1;0;;;;50.0;M;4.0;Marie;Ile-de-France
6948;29/12/2018 19:46;;Seul(e);;0.0;0.0;;;;pre-qualified;0;0;;;;35.0;M;3.0;Marie;Provence-Alpes-C̫te d'Azur
7527;05/03/2019 21:32;--Achat d'un appartement;Seul(e);1774.0;1.92;3300.0;46.25;260000.0;5000.0;pre-qualified;0;0;;;;;Mlle;;;Ile-de-France
7911;15/03/2018 19:29;--Achat d'un appartement;Seul(e);548.0;0.0;1800.0;69.6;200000.0;0.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
3561;23/03/2018 19:02;--Achat d'une maison;Seul(e);2948.0;50.0;3749.09;21.36;200000.0;100000.0;cancelled;1;0;CDI;Technicien;Environnement;32.0;M;0.0;Celibataire;Auvergne-Rh̫ne-Alpes
7099;22/06/2019 09:43;--Achat d'une maison;Avec votre parent;4156.0;2.41;5965.56;30.33;207600.0;5000.0;pre-qualified;0;0;CDI;Cadre superieur;Administration;37.0;Mme;2.0;Union libre;Ile-de-France
713;21/08/2019 16:21;--Achat d'un appartement;Seul(e);2440.0;30.0;3000.0;18.68;50000.0;15000.0;pre-qualified;0;0;;;;;Mme;;;Ile-de-France
7310;05/03/2018 19:24;--Achat d'un appartement;Avec votre conjoint;1145.0;18.18;1840.32;37.77;110000.0;20000.0;eligible;1;0;CDI;Technicien;Import / Export;27.0;M;1.0;Marie;Auvergne-Rh̫ne-Alpes
7060;12/05/2018 00:58;--Achat d'une maison;Avec votre conjoint;392.0;38.89;1263.37;68.94;180000.0;70000.0;pre-qualified;0;0;;Gerant de societe;Commerce;37.0;M;3.0;Marie;
5921;08/07/2018 00:24;--Achat d'un appartement;Seul(e);1990.0;15.04;3000.0;33.67;199500.0;30000.0;pre-qualified;0;0;CDI;Commercial;B̢timent;38.0;Mme;1.0;Union libre;Ile-de-France
5845;26/07/2019 01:17;--Achat d'un terrain avec financement de la construction;Avec votre conjoint;295.0;8.08;2999.84;90.16;396000.0;32000.0;pre-qualified;0;0;;;;36.0;Mme;4.0;Marie;Auvergne-Rh̫ne-Alpes
7893;27/06/2019 12:33;--Achat d'un appartement;Seul(e);2462.0;2.28;4000.0;38.47;263000.0;6000.0;pre-qualified;0;0;;;;;Mme;;;Auvergne-Rh̫ne-Alpes
4104;23/04/2019 11:13;--Achat d'un appartement;Avec votre conjoint;3362.0;15.0;4399.23;23.57;200000.0;30000.0;eligible;1;0;CDI;Cadre superieur;Informatique;34.0;M;2.0;Marie;Ile-de-France
7833;22/08/2019 08:23;--Achat d'un appartement;Seul(e);2304.0;10.0;5000.0;53.94;500000.0;50000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
6988;21/11/2018 10:20;--Achat d'une maison;Avec votre conjoint;862.0;26.67;1715.16;56.86;150000.0;40000.0;pre-qualified;0;0;CDI;Employe;Transport;31.0;M;2.0;Marie;Nord-Pas-de-Calais-Picardie
6901;29/08/2018 17:26;--Achat d'une maison;Avec votre conjoint;2186.0;16.58;3332.39;34.4;180900.0;30000.0;eligible;1;0;non salarie;Cadre superieur;Informatique;46.0;M;2.0;Marie;Ile-de-France
7569;29/04/2018 12:54;--Achat d'une maison;Avec votre conjoint;3261.0;71.43;4165.56;21.71;350000.0;250000.0;eligible;1;0;;Artisan;B̢timent;38.0;M;1.0;Marie;Ile-de-France
1792;26/01/2019 11:10;--Achat d'une maison;Avec votre conjoint;745.0;20.0;1665.3;55.24;150000.0;30000.0;pre-qualified;0;0;CDI;Employe;Fonction Publique;35.0;M;0.0;Celibataire;Nord-Pas-de-Calais-Picardie
4384;26/03/2019 17:42;--Achat d'un appartement;Seul(e);2048.0;20.0;2500.0;18.11;50000.0;10000.0;Exclus;0;0;CDI;Employe;B̢timent;34.0;M;0.0;Marie;Ile-de-France
5550;01/01/2019 11:36;--Achat d'une maison;Avec votre parent;-3539.0;16.0;0.58;353957.86;500000.0;80000.0;pre-qualified;0;0;;Profession liberale;Sante;28.0;M;0.0;Celibataire;Ile-de-France
1118;24/07/2018 16:18;--Achat d'une maison;Avec votre conjoint;3484.0;15.15;5140.37;32.22;330000.0;50000.0;cancelled;1;0;CDI;Cadre moyen;Informatique;38.0;M;2.0;Marie;Ile-de-France
4985;29/07/2018 12:21;--Achat d'un appartement;Seul(e);624.0;10.0;750.0;16.84;20000.0;2000.0;pre-qualified;0;0;;;;;Mme;;;Auvergne-Rh̫ne-Alpes
788;04/06/2018 01:04;--Achat d'un appartement;Avec votre parent;1145.0;10.0;1834.25;45.44;100000.0;10000.0;pre-qualified;0;0;;Profession liberale;Restauration;35.0;M;0.0;Celibataire;
7894;30/06/2019 14:16;--Achat d'un appartement;Seul(e);6066.0;0.0;6700.0;9.47;100000.0;0.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
2255;02/01/2018 10:20;--Achat d'une maison;Avec votre conjoint;3284.0;15.0;4569.64;28.13;200000.0;30000.0;cancelled;1;0;CDI;Employe;Industrie;36.0;M;2.0;Marie;Auvergne-Rh̫ne-Alpes
60;01/09/2018 20:33;--Achat d'un appartement;Avec votre conjoint;1812.0;24.29;2404.04;24.62;70000.0;17000.0;eligible;1;0;CDI;Enseignant;Enseignement/Recherche;36.0;Mme;1.0;Marie;
3866;30/06/2019 21:14;--Achat d'un appartement;Seul(e);18861.0;16.67;20000.0;5.7;180000.0;30000.0;pre-qualified;0;0;;;;;M;;;Provence-Alpes-C̫te d'Azur
1764;04/08/2018 00:16;--Achat d'une maison;Avec votre conjoint;3408.0;15.0;4699.36;27.48;250000.0;37500.0;eligible;1;0;CDI;Employe;Fonction Publique;30.0;M;0.0;Marie;Ile-de-France
3518;10/06/2018 19:03;--Achat d'une maison;Avec votre conjoint;3739.0;21.43;4974.66;34.35;210000.0;45000.0;eligible;1;0;CDI;Cadre moyen;Banque / Finance / Assurance;28.0;M;0.0;Marie;Centre-Val de Loire
6245;25/06/2019 11:40;--Achat d'un appartement;Avec votre conjoint;4962.0;15.0;5999.23;17.29;200000.0;30000.0;pre-qualified;1;0;CDI;Cadre superieur;Enseignement/Recherche;30.0;M;0.0;Marie;Ile-de-France
7859;11/05/2018 11:23;--Achat d'une maison;Avec votre conjoint;3214.0;15.0;4499.64;28.57;200000.0;30000.0;cancelled;1;0;CDI;Employe;Transport;31.0;M;0.0;Marie;Ile-de-France
2495;11/03/2019 21:53;--Achat d'un appartement;Seul(e);5889.0;0.0;6000.0;1.86;15000.0;0.0;pre-qualified;0;0;;;;;Mme;;;Ile-de-France
7821;06/04/2019 18:46;--Achat d'un appartement;Seul(e);6062.0;12.0;7712.97;32.89;250000.0;30000.0;eligible;1;0;CDI;Cadre superieur;Environnement;36.0;M;3.0;Marie;Ile-de-France
2478;30/05/2018 14:59;--Achat d'un appartement;Avec votre conjoint;5397.0;35.16;6665.84;19.03;256000.0;90000.0;pre-qualified;0;0;CDI;Ouvrier;Commerce;39.0;M;0.0;Marie;Ile-de-France
6918;17/03/2018 19:37;--Achat d'une maison;Avec une autre personne;-2279.0;10.91;-299.42;227957.96;110000.0;12000.0;pre-qualified;0;0;Interimaire;Ouvrier;B̢timent;54.0;M;2.0;Marie;Alsace-Champagne-Ardenne-Lorraine
5451;10/07/2019 21:21;--Achat d'une maison;Avec votre conjoint;527.0;52.63;1415.7;62.76;285000.0;150000.0;pre-qualified;0;0;;Artisan;Transport;33.0;M;3.0;Marie;Nord-Pas-de-Calais-Picardie
7835;19/11/2018 15:25;--Achat d'une maison;Avec votre conjoint;6733.0;17.65;9237.43;32.35;510000.0;90000.0;pre-qualified;1;0;CDI;Cadre moyen;Banque / Finance / Assurance;40.0;M;1.0;Marie;Ile-de-France
3458;20/08/2019 11:27;--Achat d'un appartement;Seul(e);4264.0;32.04;6750.0;36.84;593000.0;190000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
4501;13/06/2019 19:18;--Achat d'un appartement;Seul(e);230.0;31.25;2500.0;90.81;160000.0;50000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
7922;06/04/2018 14:51;--Achat d'un appartement;Avec votre conjoint;-320.0;7.5;1066.35;119.23;200000.0;15000.0;pre-qualified;0;0;CDI;Cadre moyen;Informatique;28.0;Mme;0.0;Marie;Languedoc-Roussillon-Midi-Pyrenees
4692;23/07/2019 13:08;;Seul(e);;0.0;0.0;;;;pre-qualified;0;0;;;;39.0;Mme;5.0;Union libre;La Reunion
7870;18/04/2018 17:27;--Achat d'un appartement;Seul(e);51.0;28.57;454.19;88.61;70000.0;20000.0;pre-qualified;0;0;CDI;Profession liberale;Sante;26.0;Mlle;0.0;Union libre;Nord-Pas-de-Calais-Picardie
3356;06/05/2018 22:41;--Achat d'un appartement;Seul(e);1511.0;20.0;3000.0;49.64;250000.0;50000.0;pre-qualified;0;0;;;;;Mme;;;Auvergne-Rh̫ne-Alpes
7571;20/10/2018 19:31;--Achat d'une maison;Avec votre conjoint;-980.0;17.14;1200.23;181.69;350000.0;60000.0;pre-qualified;0;0;CDI;Employe;Administration;38.0;M;3.0;Marie;Ile-de-France
1602;21/06/2019 15:19;--Achat d'un appartement;Seul(e);1601.0;33.33;2700.0;40.7;150000.0;50000.0;pre-qualified;0;0;;;;;Mlle;;;Ile-de-France
5594;08/02/2018 13:57;--Achat d'un appartement;Avec votre conjoint;-1357.0;46.88;0.05;135704.88;320000.0;150000.0;pre-qualified;0;0;;Gerant de societe;Informatique;32.0;Mme;0.0;Marie;Ile-de-France
3796;23/08/2018 22:15;--Achat d'un appartement;Seul(e);6872.0;15.0;7400.0;7.15;100000.0;15000.0;pre-qualified;0;0;;;;;M;;;Normandie
4968;08/06/2018 17:45;--Achat d'une maison;Seul(e);-2247.0;14.29;0.37;224736.53;350000.0;50000.0;pre-qualified;0;0;Interimaire;Employe;Transport;30.0;M;0.0;Celibataire;Alsace-Champagne-Ardenne-Lorraine
416;19/05/2018 12:12;--Achat d'une maison;Avec votre conjoint;3611.0;16.13;4999.68;27.77;279000.0;45000.0;pre-qualified;1;0;non salarie;Entrepreneur individuel;Informatique;35.0;M;3.0;Marie;Ile-de-France
7773;04/06/2019 01:26;--Achat d'une maison;Avec votre conjoint;5194.0;16.11;6155.85;23.12;180000.0;29000.0;eligible;1;0;CDI;Ouvrier;B̢timent;43.0;M;3.0;Marie;Auvergne-Rh̫ne-Alpes
6703;28/05/2019 09:14;--Achat d'une maison;Avec votre conjoint;1138.0;65.89;1732.86;34.33;197300.0;130000.0;eligible;1;0;CDI;Employe;Fonction Publique;33.0;M;4.0;Union libre;Auvergne-Rh̫ne-Alpes
4454;23/06/2019 13:30;--Achat d'un appartement;Seul(e);1267.0;7.69;2000.0;36.66;130000.0;10000.0;pre-qualified;0;0;;;;;Mme;;;Ile-de-France
2856;10/11/2018 14:18;--Achat d'un appartement;Avec votre conjoint;3727.0;19.49;4304.94;39.74;118000.0;23000.0;pre-qualified;0;0;CDI;Technicien;Environnement;44.0;M;3.0;Marie;Auvergne-Rh̫ne-Alpes
1146;23/05/2019 12:18;;Seul(e);;0.0;0.0;;;;pre-qualified;0;0;;;;30.0;M;0.0;Marie;Languedoc-Roussillon-Midi-Pyrenees
6792;18/07/2019 12:19;--Achat d'un appartement;Seul(e);884.0;0.0;1700.0;48.02;135000.0;0.0;pre-qualified;0;0;;;;;M;;;Alsace-Champagne-Ardenne-Lorraine
4783;09/02/2018 20:57;--Achat d'un appartement;Seul(e);1442.0;16.0;1779.33;18.95;50000.0;8000.0;eligible;1;0;CDI;Employe;Gestion / Comptabilite;28.0;M;0.0;Celibataire;Languedoc-Roussillon-Midi-Pyrenees
2533;16/09/2018 23:54;--Achat d'un appartement;Avec votre conjoint;-944.0;7.41;0.77;94476.52;135000.0;10000.0;Exclus;0;0;Autre;Medecin;Sante;26.0;Mlle;0.0;Marie;Ile-de-France
4310;12/04/2019 08:15;--Achat d'un appartement;Seul(e);1935.0;15.56;2500.0;22.61;90000.0;14000.0;pre-qualified;0;0;CDI;Employe;Industrie;27.0;M;1.0;Marie;Ile-de-France
4277;31/05/2019 16:12;;Seul(e);;0.0;0.0;;;;eligible;1;0;;;;33.0;Mme;0.0;Celibataire;Nord-Pas-de-Calais-Picardie
1558;22/01/2018 10:48;--Achat d'un appartement;Seul(e);2393.0;6.25;3500.0;31.64;160000.0;10000.0;pre-qualified;0;0;;;;;M;;;Languedoc-Roussillon-Midi-Pyrenees
2240;28/02/2019 22:17;--Achat d'un appartement;Seul(e);1289.0;12.5;1832.54;29.65;80000.0;10000.0;pre-qualified;0;0;CDI;Employe;Services �� la personne;25.0;Mlle;0.0;Celibataire;Ile-de-France
1684;02/02/2019 13:14;--Achat d'un appartement;Seul(e);3122.0;11.76;4255.86;39.45;170000.0;20000.0;cancelled;0;0;CDI;Cadre moyen;Fonction Publique;34.0;M;0.0;Celibataire;Ile-de-France
1439;01/03/2019 09:00;--Achat d'un appartement;Seul(e);2221.0;16.67;2799.29;20.65;90000.0;15000.0;eligible;1;0;CDI;Cadre superieur;Informatique;29.0;M;0.0;Celibataire;Ile-de-France
2412;21/06/2019 14:18;--Achat d'un appartement;Seul(e);49098.0;0.0;50000.0;1.81;120000.0;1.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
6809;06/06/2018 15:05;--Achat d'une maison;Avec votre conjoint;1706.0;12.5;2249.54;24.16;80000.0;10000.0;pre-qualified;1;0;CDI;Technicien;Informatique;39.0;M;2.0;Marie;Alsace-Champagne-Ardenne-Lorraine
2080;19/02/2019 23:47;--Achat d'un appartement;Seul(e);1455.0;0.0;1700.0;14.45;35000.0;0.0;pre-qualified;0;0;;;;;M;;;Languedoc-Roussillon-Midi-Pyrenees
5307;22/04/2018 10:41;--Achat d'une maison;Avec votre conjoint;2798.0;16.44;4219.67;33.69;225000.0;37000.0;cancelled;1;0;CDI;Employe;Transport;35.0;M;2.0;Marie;Ile-de-France
5000;12/11/2018 16:15;--Achat d'un appartement;Seul(e);4864.0;16.0;5440.47;18.19;50000.0;8000.0;eligible;1;0;CDI;Employe;Industrie;55.0;Mme;0.0;Celibataire;Alsace-Champagne-Ardenne-Lorraine
1104;07/01/2018 20:45;--Achat d'un appartement;Seul(e);702.0;35.0;1700.0;58.75;200000.0;70000.0;pre-qualified;0;0;;;;;M;;;
581;27/01/2019 22:31;--Achat d'un appartement;Avec votre conjoint;3017.0;7.14;3998.37;24.54;140000.0;10000.0;pre-qualified;0;0;CDI;Cadre superieur;Informatique;33.0;M;1.0;Marie;Languedoc-Roussillon-Midi-Pyrenees
2989;25/08/2019 10:42;--Achat d'un appartement;Seul(e);1123.0;4.0;1500.0;25.17;50000.0;2000.0;pre-qualified;0;0;;;;;Mme;;;Auvergne-Rh̫ne-Alpes
4102;29/05/2019 07:51;--Achat d'une maison;Avec votre conjoint;2291.0;28.09;4257.85;46.19;445000.0;125000.0;pre-qualified;0;0;CDI;Employe;B̢timent;32.0;Mme;2.0;Marie;Ile-de-France
7295;07/04/2018 16:53;--Achat d'un appartement;Seul(e);1046.0;16.67;1800.0;41.93;120000.0;20000.0;pre-qualified;0;0;;;;;M;;;Nord-Pas-de-Calais-Picardie
5126;03/11/2018 01:20;--Achat d'une maison;Avec votre conjoint;1806.0;31.25;2665.23;32.23;160000.0;50000.0;eligible;1;0;CDI;Employe;Industrie;32.0;M;0.0;Marie;Centre-Val de Loire
1656;31/01/2019 15:08;--Achat d'un appartement;Seul(e);2716.0;15.0;3355.32;37.35;100000.0;15000.0;pre-qualified;0;0;CDI;Cadre moyen;B̢timent;30.0;Mlle;0.0;Celibataire;
2040;07/06/2019 06:55;--Achat d'un appartement;Seul(e);3000.0;8.33;4000.0;25.02;180000.0;15000.0;pre-qualified;0;0;CDI;Technicien;Informatique;35.0;M;1.0;Marie;Provence-Alpes-C̫te d'Azur
6884;09/06/2019 01:46;--Achat d'un appartement;Seul(e);1236.0;6.67;2500.0;50.56;150000.0;10000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
6084;09/04/2018 22:20;--Achat d'une maison;Avec votre conjoint;-827.0;17.5;425.07;294.6;200000.0;35000.0;pre-qualified;0;0;CDI;Cadre superieur;Services Juridiques;33.0;Mme;3.0;Marie;Ile-de-France
7328;10/03/2019 20:31;--Achat d'un appartement;Seul(e);1482.0;16.67;3000.0;50.6;300000.0;50000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
2161;09/07/2019 00:26;;Seul(e);;0.0;0.0;;;;pre-qualified;0;0;;;;31.0;Mme;3.0;Marie;Nord-Pas-de-Calais-Picardie
5257;16/01/2018 18:20;--Achat d'un appartement;Seul(e);106.0;5.0;1500.0;92.96;200000.0;10000.0;pre-qualified;0;0;;;;;Mme;;;Ile-de-France
2768;28/03/2018 20:45;--Achat d'un immeuble;Avec votre conjoint;9876.0;31.11;12207.38;19.1;450000.0;140000.0;cancelled;1;0;CDI;Cadre moyen;Informatique;47.0;M;2.0;Marie;Auvergne-Rh̫ne-Alpes
3943;09/03/2018 13:57;--Achat d'une maison;Avec votre conjoint;1364.0;20.0;2599.08;76.87;250000.0;50000.0;pre-qualified;0;0;;Profession liberale;Sante;39.0;Mme;4.0;Marie;Ile-de-France
5915;19/06/2018 11:19;--Achat d'une maison;Avec votre conjoint;1185.0;20.0;2999.89;60.5;300000.0;60000.0;eligible;1;0;CDI;Employe;Commerce;50.0;M;5.0;Marie;Ile-de-France
4782;03/02/2019 16:05;--Achat d'un appartement;Avec votre conjoint;510.0;20.0;1132.1;78.1;100000.0;20000.0;pre-qualified;0;0;CDI;Ouvrier;B̢timent;46.0;M;4.0;Marie;Provence-Alpes-C̫te d'Azur
7701;08/09/2018 22:20;--Achat d'un appartement;Seul(e);1908.0;0.0;3400.0;43.89;240000.0;0.0;pre-qualified;0;0;;;;;M;;;
4628;21/06/2018 18:30;--Achat d'un appartement;Seul(e);2225.0;20.0;2500.0;11.02;35000.0;7000.0;Exclus;0;0;CDI;Employe;Transport;38.0;M;3.0;Marie;Auvergne-Rh̫ne-Alpes
1789;08/05/2018 21:47;--Achat d'un appartement;Seul(e);979.0;14.29;1500.0;34.77;70000.0;10000.0;pre-qualified;0;0;;;;;Mme;;;
2414;02/05/2019 16:31;--Achat d'un appartement;Seul(e);4486.0;2.22;7732.6;41.98;450000.0;10000.0;cancelled;0;0;CDI;Entrepreneur individuel;Informatique;32.0;M;0.0;Celibataire;Ile-de-France
6327;12/05/2018 20:55;--Achat d'un appartement;Seul(e);791.0;25.0;1700.0;53.51;160000.0;40000.0;pre-qualified;0;0;;;;;M;;;Aquitaine-Limousin-Poitou-Charentes
287;05/04/2018 22:25;--Achat d'une maison;Avec votre conjoint;4934.0;41.5;6393.18;28.1;315000.0;135000.0;Cloture;1;1;;Profession liberale;Sante;41.0;Mme;3.0;Marie;Nord-Pas-de-Calais-Picardie
7327;26/06/2018 22:51;--Achat d'une maison;Avec votre conjoint;-1240.0;57.14;0.26;124026.25;350000.0;200000.0;pre-qualified;0;0;CDI;Cadre superieur;Informatique;36.0;M;1.0;Marie;Ile-de-France
6514;18/06/2018 00:00;--Achat d'un appartement;Seul(e);1349.0;15.0;1999.97;32.55;100000.0;15000.0;cancelled;1;0;CDI;Employe;Sante;55.0;Mme;1.0;Marie;Ile-de-France
5795;10/01/2019 06:36;--Achat d'un appartement;Seul(e);1048.0;0.0;2900.0;63.87;250000.0;0.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
1438;17/09/2018 15:45;--Achat d'un appartement;Seul(e);2186.0;32.0;3500.0;37.57;250000.0;80000.0;pre-qualified;0;0;;;;;Mme;;;Provence-Alpes-C̫te d'Azur
5957;08/08/2018 15:52;--Achat d'un appartement;Seul(e);589.0;70.59;832.72;29.26;85000.0;60000.0;Exclu;1;0;;;;33.0;M;0.0;Celibataire;Ile-de-France
821;09/12/2018 16:31;--Achat d'une maison;Avec votre conjoint;2622.0;21.66;4013.62;34.43;230800.0;50000.0;pre-qualified;1;0;CDI;Gerant de societe;Informatique;35.0;M;1.0;Marie;Provence-Alpes-C̫te d'Azur
3348;17/02/2018 13:55;--Achat d'un appartement;Avec votre conjoint;5281.0;33.33;6499.7;18.75;300000.0;100000.0;cancelled;1;0;CDI;Cadre superieur;Informatique;33.0;Mme;0.0;Marie;Ile-de-France
34;23/05/2019 15:36;--Achat d'un appartement;Avec votre conjoint;3844.0;27.27;5582.07;31.13;220000.0;60000.0;Mandate;1;0;CDI;Chercher / enseignement superieur;Enseignement/Recherche;38.0;M;0.0;Marie;Ile-de-France
5837;13/11/2018 19:10;--Achat d'un appartement;Seul(e);1610.0;11.54;3000.0;46.36;260000.0;30000.0;pre-qualified;0;0;CDI;Ouvrier;B̢timent;23.0;Mme;0.0;Marie;
4118;02/11/2018 11:34;--Achat d'un appartement;Seul(e);2159.0;15.38;3000.0;28.05;130000.0;20000.0;pre-qualified;0;0;CDI;Employe;Administration;37.0;M;2.0;Marie;Ile-de-France
5373;18/10/2018 04:34;--Achat d'un appartement;Seul(e);234.0;15.0;1500.0;84.41;100000.0;15000.0;pre-qualified;0;0;;;;;M;;;Alsace-Champagne-Ardenne-Lorraine
3753;11/05/2019 14:44;--Achat d'un appartement;Seul(e);1245.0;7.56;2500.0;50.2;225000.0;17000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
1789;08/05/2018 21:47;--Achat d'un appartement;Seul(e);979.0;14.29;1500.0;34.77;70000.0;10000.0;pre-qualified;0;0;;;;;Mme;;;
7703;05/07/2018 10:29;--Achat d'une maison;Avec votre conjoint;1409.0;40.0;2589.99;62.43;250000.0;100000.0;pre-qualified;1;0;CDI;Cadre moyen;Informatique;46.0;M;2.0;Marie;Ile-de-France
2397;17/12/2018 15:33;--Achat d'un appartement;Seul(e);1703.0;15.19;2540.37;32.95;130000.0;19750.0;eligible;1;0;CDI;Ouvrier;Industrie;27.0;M;1.0;Marie;Auvergne-Rh̫ne-Alpes
329;23/07/2018 19:57;--Achat d'un appartement;Seul(e);2568.0;29.41;3679.3;30.08;170000.0;50000.0;Mandate;1;0;CDI;Cadre moyen;Informatique;33.0;M;0.0;Celibataire;Ile-de-France
2884;05/08/2019 20:43;--Achat d'un appartement;Seul(e);1669.0;12.0;3000.0;44.39;250000.0;30000.0;pre-qualified;0;0;CDI;Employe;Administration;39.0;M;2.0;Marie;Provence-Alpes-C̫te d'Azur
1406;09/05/2018 15:21;--Achat d'un appartement;Seul(e);1981.0;16.67;2600.0;23.84;120000.0;20000.0;pre-qualified;0;0;CDI;Employe;Fonction Publique;25.0;Mme;2.0;Marie;Centre-Val de Loire
3708;29/01/2018 18:47;--Achat d'un appartement;Seul(e);1259.0;0.47;2200.0;42.77;150000.0;700.0;pre-qualified;0;0;;;;;Mme;;;
762;07/01/2019 23:24;--Achat d'une maison;Avec votre conjoint;1026.0;20.0;1499.36;31.56;75000.0;15000.0;eligible;1;0;CDI;Technicien;Services �� la personne;38.0;M;2.0;Marie;Bretagne
6569;13/08/2019 09:51;--Achat d'un appartement;Seul(e);1848.0;5.26;4000.0;53.81;380000.0;20000.0;pre-qualified;0;0;;;;;M;;;Ile-de-France
3741;03/05/2019 17:25;--Achat d'une maison;Avec votre conjoint;3602.0;32.18;5386.85;33.13;435000.0;140000.0;eligible;1;0;;Profession liberale;Sante;35.0;M;3.0;Marie;Provence-Alpes-C̫te d'Azur
1734;31/05/2018 14:00;--Achat d'une maison;Avec votre conjoint;3510.0;20.0;4999.6;29.79;250000.0;50000.0;cancelled;1;0;CDI;Employe;Autre;39.0;M;0.0;Marie;Alsace-Champagne-Ardenne-Lorraine
389;11/03/2018 12:25;--Achat d'un appartement;Avec votre conjoint;4687.0;56.2;6421.19;27.0;347000.0;195000.0;validated;1;1;CDI;Cadre moyen;Informatique;38.0;M;1.0;Marie;Provence-Alpes-C̫te d'Azur
7367;29/04/2018 18:54;--Achat d'une maison;Avec votre conjoint;2873.0;37.5;3665.09;21.61;160000.0;60000.0;eligible;1;0;;Ch̫meur / Sans activite;;34.0;M;2.0;Marie;Auvergne-Rh̫ne-Alpes
3891;23/12/2018 15:37;--Achat d'un immeuble;Avec votre conjoint;15524.0;12.5;16057.83;3.32;80000.0;10000.0;pre-qualified;0;0;;Commer̤ant;Autre;45.0;M;3.0;Marie;Aquitaine-Limousin-Poitou-Charentes
4313;12/01/2019 12:40;--Achat d'un appartement;Seul(e);1757.0;20.01;2499.44;29.7;150000.0;30009.0;eligible;1;0;CDI;Technicien;Environnement;33.0;M;1.0;Marie;Ile-de-France
4602;01/07/2018 14:55;--Achat d'une maison;Avec votre conjoint;574.0;21.18;1099.72;47.79;85000.0;18000.0;eligible;1;0;;Gerant de societe;Autre;27.0;M;1.0;Celibataire;Centre-Val de Loire
1873;31/10/2018 11:49;--Achat d'un appartement;Seul(e);2598.0;0.0;3500.0;25.79;120000.0;0.0;pre-qualified;0;0;;;;;M;;;Alsace-Champagne-Ardenne-Lorraine
1507;01/03/2019 10:08;--Achat d'un appartement;Seul(e);2492.0;10.71;4000.0;37.72;280000.0;30000.0;pre-qualified;0;0;;;;;M;;;Auvergne-Rh̫ne-Alpes
2969;25/04/2019 17:48;--Achat d'un appartement;Seul(e);2399.0;28.57;3205.41;42.26;140000.0;40000.0;pre-qualified;0;0;CDI;Cadre superieur;Gestion / Comptabilite;33.0;M;0.0;Celibataire;Auvergne-Rh̫ne-Alpes
3427;23/03/2018 19:58;--Achat d'un appartement;Seul(e);1528.0;16.67;2000.0;23.6;90000.0;15000.0;pre-qualified;0;0;CDD;Enseignant;Enseignement/Recherche;30.0;M;0.0;Marie;
3624;18/08/2019 14:07;--Achat d'un appartement;Avec votre conjoint;1567.0;48.0;1787.62;33.3;50000.0;24000.0;cancelled;1;0;;Ch̫meur / Sans activite;;25.0;M;1.0;Marie;
5571;13/12/2018 15:13;--Achat d'un appartement;Seul(e);1381.0;16.67;2300.0;39.98;180000.0;30000.0;pre-qualified;0;0;;;;;M;;;Auvergne-Rh̫ne-Alpes
2741;29/05/2019 15:44;--Achat d'un appartement;Seul(e);1037.0;0.0;2000.0;48.2;160000.0;0.0;pre-qualified;0;0;;;;;M;;;Bourgogne-Franche-Comte
3899;23/09/2018 17:25;--Achat d'une maison;Avec une autre personne;12365.0;35.71;14415.43;14.22;420000.0;150000.0;cancelled;1;0;CDI;Profession liberale;Commerce;42.0;M;4.0;Marie;Ile-de-France
4940;08/05/2019 17:15;--Achat d'un appartement;Seul(e);1724.0;10.0;3350.0;48.55;300000.0;30000.0;pre-qualified;0;0;;;;;M;;;Provence-Alpes-C̫te d'Azur
5046;09/02/2018 16:21;--Achat d'une maison;Avec votre conjoint;657.0;30.19;2082.09;68.42;265000.0;80000.0;pre-qualified;0;0;;Taxi;Transport;39.0;M;3.0;Marie;Ile-de-France
5015;21/08/2018 15:33;--Achat d'un appartement;Seul(e);358.0;0.0;750.0;52.36;35000.0;0.0;pre-qualified;0;0;;;;;Mlle;;;Centre-Val de Loire
